sender,subject,body,label,id,timestamp,sub_len,body_len,sender_dmn
pharmacy@crypto-profits.investment,Pain Relief - 65% OFF No Prescription!,"Get Pain Relief at 65% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2214,2025-07-15T13:21:15,38,227,crypto-profits.investment
welcome@shopify.com,Welcome to Shopify!,"Welcome to Shopify!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Shopify Team",legitimate,2215,2025-07-27T12:35:56,19,271,shopify.com
security@paypal.com,Password Reset Request - Paypal,"Hi,

We received a request to reset your password for your Paypal account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Paypal Security Team",legitimate,2216,2025-07-19T09:53:12,31,278,paypal.com
opportunity@work-from-home.org,Make $3955/Week From Home - No Experience!,"Make $3955/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2217,2025-07-29T16:33:58,42,295,work-from-home.org
prince@weight-loss-miracle.com,"Urgent Business Proposal - $15,544,104","Dear Friend,

I am writing to you from Australia. I am a prince/businessman/lawyer with access to $15,544,104 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($4,663,231).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Raymond Tucker",spam,2218,2025-07-15T01:30:08,38,468,weight-loss-miracle.com
welcome@netflix.com,Welcome to Netflix!,"Welcome to Netflix!

We're excited to have you on board. Here's what you can do next:

1. Complete your profile setup
2. Explore our features
3. Join our community
4. Contact support if you need help

Get started: [Getting Started Guide]

Welcome aboard!
The Netflix Team",legitimate,2219,2025-07-26T19:32:55,19,271,netflix.com
pharmacy@work-from-home.org,Pain Relief - 84% OFF No Prescription!,"Get Pain Relief at 84% discount!

No prescription needed!
FDA approved (not really)
Discreet packaging
Worldwide shipping

Order now: [Pharmacy Link]

*Not evaluated by FDA
*Results may vary
*Side effects may include everything",spam,2220,2025-07-23T05:01:21,38,227,work-from-home.org
orders@mailchimp.com,Order Confirmation #190510,"Thank you for your order #190510!
        
Your order has been confirmed and will be processed within 1-2 business days.

Order Summary:
- Total: $349.61
- Estimated delivery: 2025-08-05
- Tracking information will be sent to this email

Questions? Contact our support team.

Best regards,
Mailchimp Team",legitimate,2221,2025-07-31T07:59:33,26,304,mailchimp.com
prince@work-from-home.org,"Urgent Business Proposal - $27,337,277","Dear Friend,

I am writing to you from Fiji. I am a prince/businessman/lawyer with access to $27,337,277 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($8,201,183).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Sarah Chen",spam,2222,2025-07-12T23:03:37,38,459,work-from-home.org
security@microsooft.com,Security breach detected - Account Verification,"URGENT ACTION REQUIRED

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2223,2025-07-19T14:40:53,47,253,microsooft.com
prince@work-from-home.org,"Urgent Business Proposal - $23,882,211","Dear Friend,

I am writing to you from Ukraine. I am a prince/businessman/lawyer with access to $23,882,211 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($7,164,663).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Sean Mitchell",spam,2224,2025-07-08T05:54:10,38,465,work-from-home.org
prince@free-money.co,"Urgent Business Proposal - $48,177,899","Dear Friend,

I am writing to you from Latvia. I am a prince/businessman/lawyer with access to $48,177,899 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($14,453,370).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Larry Rios",spam,2225,2025-07-07T00:13:01,38,462,free-money.co
lottery@amazing-deals.biz,"YOU WON $9,815,339!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $9,815,339 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 958323

Contact our claims department immediately!

Dr. White, Lottery Commissioner",spam,2226,2025-07-08T17:57:43,31,365,amazing-deals.biz
deals@get-rich-quick.net,🔥 69% OFF Discount Electronics - LIMITED TIME!,"🔥 AMAZING DEAL ALERT! 🔥

Get 69% OFF on discount electronics!

LIMITED TIME OFFER - ONLY TODAY!!!

✅ Free shipping worldwide
✅ Money back guarantee  
✅ Thousands of satisfied customers

CLICK NOW: [Spam Link]

Don't miss out! This offer expires in 2 hours!

*This email was sent to millions of recipients*",spam,2227,2025-07-31T04:28:39,46,305,get-rich-quick.net
lottery@tempmail.com,"YOU WON $7,344,963!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $7,344,963 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 293212

Contact our claims department immediately!

Dr. Brock, Lottery Commissioner",spam,2228,2025-07-05T15:35:29,31,365,tempmail.com
notifications@microsoft.com,Account Activity: Profile Update,"Hello,

This is a notification about your Microsoft account regarding: profile update.

Time: 2025-08-04 09:48:06
Location: Andrewborough, Ethiopia

If this wasn't you, please contact our security team immediately.

Microsoft Account Team",legitimate,2229,2025-08-04T03:16:03,32,238,microsoft.com
prince@weight-loss-miracle.com,"Urgent Business Proposal - $20,321,326","Dear Friend,

I am writing to you from Lebanon. I am a prince/businessman/lawyer with access to $20,321,326 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($6,096,398).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Rodney Stanton",spam,2230,2025-07-07T14:23:56,38,466,weight-loss-miracle.com
security@paypaI.com,URGENT ACTION REQUIRED - Account Verification,"Verify immediately

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2231,2025-07-17T10:07:05,45,249,paypaI.com
lottery@pharmacy-online.info,"YOU WON $5,747,209!!! CLAIM NOW","CONGRATULATIONS!!!

You have won $5,747,209 in the International Email Lottery!

Your lucky email was randomly selected from millions of participants.

To claim your prize:
1. Reply with your full name and address
2. Send copy of ID
3. Pay processing fee of $500

Reference Number: 734905

Contact our claims department immediately!

Dr. Reynolds, Lottery Commissioner",spam,2232,2025-07-19T16:01:48,31,368,pharmacy-online.info
security@microsooft.com,Click now or lose access - Account Verification,"Account will be suspended

Your account has been compromised. You must verify your information immediately.

Click here to secure your account: [Fake Link]

Warning: Failure to verify within 24 hours will result in permanent account closure.

Security Team",spam,2233,2025-07-19T14:24:01,47,256,microsooft.com
security@dropbox.com,Password Reset Request - Dropbox,"Hi,

We received a request to reset your password for your Dropbox account.

If you requested this, click the link below to reset your password:
[Reset Password Link]

This link will expire in 24 hours.

If you didn't request this, please ignore this email.

Dropbox Security Team",legitimate,2234,2025-07-07T22:58:25,32,280,dropbox.com
opportunity@weight-loss-miracle.com,Make $1892/Week From Home - No Experience!,"Make $1892/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2235,2025-07-31T07:20:32,42,295,weight-loss-miracle.com
billing@mailchimp.com,Payment Confirmation - Mailchimp,"Dear Customer,

Your Mailchimp subscription has been renewed.

Amount charged: $88.83
Next billing date: 2025-09-03
Payment method: Card ending in 9994

View your invoice or update billing information in your account.

Mailchimp Billing Team",legitimate,2236,2025-07-22T22:18:41,32,241,mailchimp.com
opportunity@free-money.co,Make $1749/Week From Home - No Experience!,"Make $1749/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2237,2025-07-21T02:07:06,42,295,free-money.co
opportunity@get-rich-quick.net,Make $3157/Week From Home - No Experience!,"Make $3157/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2238,2025-07-26T04:15:32,42,295,get-rich-quick.net
opportunity@work-from-home.org,Make $3632/Week From Home - No Experience!,"Make $3632/week working from home!

No experience needed!
Work only 2 hours per day!
Guaranteed income!

Join thousands of successful people making money online.

What you'll do:
- Data entry (super easy!)
- Email processing  
- Online surveys

Start today: [Work Link]

Limited spots available!",spam,2239,2025-07-21T11:35:06,42,295,work-from-home.org
prince@crypto-profits.investment,"Urgent Business Proposal - $8,302,986","Dear Friend,

I am writing to you from Burundi. I am a prince/businessman/lawyer with access to $8,302,986 that needs to be transferred out of the country.

I need your help to transfer this money. In return, you will receive 30% ($2,490,896).

All I need is:
- Your bank account details
- Copy of your passport
- Small transfer fee of $2,000

This is 100% legal and risk-free.

Contact me immediately for this once-in-a-lifetime opportunity.

Prince Brian Cox",spam,2240,2025-07-19T07:13:58,37,460,crypto-profits.investment
notifications@github.com,Account Activity: Subscription Renewal,"Hello,

This is a notification about your Github account regarding: subscription renewal.

Time: 2025-08-04 08:26:35
Location: New Steveside, Saint Pierre and Miquelon

If this wasn't you, please contact our security team immediately.

Github Account Team",legitimate,2241,2025-07-26T07:31:50,38,255,github.com
newsletter@zendesk.com,Zendesk Weekly: Industry Insights,"Hi there!

Welcome to this week's Zendesk newsletter featuring industry insights.

This week we're covering:
• New feature releases
• Customer success stories  
• Upcoming events
• Industry trends

Read more on our blog or contact us with questions.

Best,
The Zendesk Team

Unsubscribe | Update preferences",legitimate,2242,2025-07-08T09:11:46,33,307,zendesk.com
